transaction_id,transaction_timestamp,store_id,product_id,quantity,unit_price,discount,currency,total_amount
TXN_002655,2024-03-06 19:26:00,S069,P858,5,594.99,29.47,USD,2945.48
TXN_002656,2024-03-13 06:14:00,S050,P080,9,1085.6,25.04,EUR,9745.359999999999
TXN_002657,2024-03-08 05:30:00,S036,P137,1,1150.83,5.48,USD,1145.35
TXN_002658,2024-03-06 20:39:00,S044,P933,6,840.56,44.49,GBP,4998.87
TXN_002659,2024-03-20 08:31:00,S095,P391,7,34.56,39.44,EUR,202.48000000000002
TXN_002660,2024-03-29 15:03:00,S016,P238,1,136.37,14.1,USD,122.27000000000001
TXN_002661,2024-03-07 09:32:00,S061,P869,9,1279.14,3.01,USD,11509.25
TXN_002662,2024-03-11 08:00:00,S029,P650,3,1494.62,5.33,GBP,4478.53
TXN_002663,2024-03-08 23:27:00,S087,P857,1,1325.52,46.09,EUR,1279.43
TXN_002664,2024-03-11 01:22:00,S084,P791,3,898.33,6.37,GBP,2688.6200000000003
TXN_002665,2024-03-06 18:51:00,S077,P986,4,937.97,16.33,EUR,3735.55
TXN_002666,2024-03-20 02:05:00,S028,P259,4,1034.18,6.8,EUR,4129.92
TXN_002667,2024-03-13 07:35:00,S058,P483,1,1274.0,22.95,EUR,1251.05
TXN_002668,2024-03-22 21:03:00,S089,P551,4,1300.23,22.35,EUR,5178.57
TXN_002669,2024-03-03 05:52:00,S013,P421,8,399.28,6.23,EUR,3188.0099999999998
TXN_002670,2024-03-22 22:07:00,S072,P802,7,467.67,16.85,GBP,3256.84
TXN_002671,2024-03-28 05:39:00,S043,P919,7,932.98,25.31,USD,6505.55
TXN_002672,2024-03-08 12:44:00,S005,P169,7,1326.23,4.69,EUR,9278.92
TXN_002673,2024-03-07 20:15:00,S050,P798,9,142.79,47.88,USD,1237.2299999999998
TXN_002674,2024-03-22 14:57:00,S076,P384,1,1072.09,45.9,EUR,1026.1899999999998
TXN_002675,2024-03-01 03:23:00,S050,P926,3,306.24,30.68,EUR,888.0400000000001
TXN_002676,2024-03-28 00:42:00,S073,P434,9,875.6,1.06,GBP,7879.34
TXN_002677,2024-03-02 21:58:00,S025,P428,1,1047.34,30.41,GBP,1016.93
TXN_002678,2024-03-21 05:10:00,S084,P711,6,1295.78,21.51,USD,7753.17
TXN_002679,2024-03-13 18:50:00,S006,P734,4,916.58,20.06,USD,3646.26
TXN_002680,2024-03-17 11:48:00,S060,P224,6,1266.2,32.23,GBP,7564.970000000001
TXN_002681,2024-03-14 16:04:00,S019,P886,7,14.6,11.38,GBP,90.82000000000001
TXN_002682,2024-03-06 16:35:00,S050,P340,4,1413.65,24.8,EUR,5629.8
TXN_002683,2024-03-11 09:42:00,S090,P215,7,1418.62,38.54,EUR,9891.8
TXN_002684,2024-03-27 12:16:00,S018,P349,1,954.6,14.12,GBP,940.48
TXN_002685,2024-03-14 18:19:00,S091,P383,3,333.89,14.07,USD,987.5999999999999
TXN_002686,2024-03-02 13:49:00,S066,P674,4,115.65,41.85,GBP,420.75
TXN_002687,2024-03-27 22:58:00,S027,P702,2,412.96,36.33,EUR,789.5899999999999
TXN_002688,2024-03-09 14:49:00,S083,P495,2,851.02,1.44,EUR,1700.6
TXN_002689,2024-03-09 11:28:00,S001,P074,2,632.54,24.19,USD,1240.8899999999999
TXN_002690,2024-03-30 02:25:00,S035,P939,6,350.36,49.64,USD,2052.52
TXN_002691,2024-03-30 18:42:00,S086,P339,1,487.43,1.61,EUR,485.82
TXN_002692,2024-03-02 04:04:00,S056,P460,1,70.4,34.63,USD,35.77
TXN_002693,2024-03-11 16:46:00,S081,P577,3,24.96,47.83,USD,27.049999999999997
TXN_002694,2024-03-23 22:29:00,S088,P904,5,1427.02,26.51,USD,7108.59
TXN_002695,2024-03-30 15:19:00,S070,P397,2,1478.79,30.75,USD,2926.83
TXN_002696,2024-03-11 14:30:00,S099,P763,9,576.8,32.27,GBP,5158.929999999999
TXN_002697,2024-03-18 09:58:00,S046,P366,8,345.61,43.05,USD,2721.83
TXN_002698,2024-03-20 00:58:00,S081,P711,3,385.54,2.12,USD,1154.5000000000002
TXN_002699,2024-03-11 08:03:00,S078,P835,2,482.73,24.51,GBP,940.95
TXN_002700,2024-03-08 18:28:00,S007,P427,6,1263.3,48.55,EUR,7531.249999999999
TXN_002701,2024-03-26 19:29:00,S067,P846,8,245.76,2.78,GBP,1963.3
TXN_002702,2024-03-26 06:26:00,S086,P086,6,1334.97,39.04,USD,7970.78
TXN_002703,2024-03-25 09:45:00,S028,P138,3,943.44,15.63,EUR,2814.69
TXN_002704,2024-03-15 02:12:00,S051,P452,2,431.34,6.69,USD,855.9899999999999
TXN_002705,2024-03-15 03:31:00,S045,P712,2,582.2,18.68,USD,1145.72
TXN_002706,2024-03-27 09:01:00,S097,P889,6,313.33,15.02,USD,1864.96
TXN_002707,2024-03-23 12:02:00,S032,P845,8,153.43,45.48,GBP,1181.96
TXN_002708,2024-03-10 16:41:00,S046,P189,1,1095.45,40.54,USD,1054.91
TXN_002709,2024-03-27 06:51:00,S061,P119,3,406.24,45.51,GBP,1173.21
TXN_002710,2024-03-28 15:49:00,S036,P606,7,537.93,28.23,GBP,3737.2799999999997
TXN_002711,2024-03-06 04:28:00,S036,P161,6,1051.5,38.94,EUR,6270.06
TXN_002712,2024-03-18 16:49:00,S007,P140,5,55.39,41.74,EUR,235.20999999999998
TXN_002713,2024-03-19 06:12:00,S055,P485,8,169.97,33.68,EUR,1326.08
TXN_002714,2024-03-27 00:11:00,S099,P192,2,459.35,32.33,EUR,886.37
TXN_002715,2024-03-10 07:21:00,S089,P384,1,178.28,5.31,GBP,172.97
TXN_002716,2024-03-03 20:07:00,S071,P316,7,674.95,20.55,GBP,4704.1
TXN_002717,2024-03-29 08:41:00,S035,P571,3,10.48,16.37,USD,15.07
TXN_002718,2024-03-26 19:12:00,S036,P813,2,231.29,17.73,GBP,444.84999999999997
TXN_002719,2024-03-17 23:00:00,S049,P716,6,1364.34,23.44,USD,8162.599999999999
TXN_002720,2024-03-11 11:02:00,S068,P653,6,145.3,7.38,GBP,864.4200000000001
TXN_002721,2024-03-06 21:20:00,S051,P114,7,942.33,17.37,USD,6578.9400000000005
TXN_002722,2024-03-06 16:45:00,S029,P467,8,355.24,2.86,EUR,2839.06
TXN_002723,2024-03-26 08:26:00,S007,P889,1,1484.84,35.51,USD,1449.33
TXN_002724,2024-03-09 03:41:00,S084,P274,6,352.08,15.62,USD,2096.86
TXN_002725,2024-03-28 19:49:00,S008,P873,3,548.97,35.77,USD,1611.14
TXN_002726,2024-03-30 03:54:00,S087,P286,1,871.08,26.41,USD,844.6700000000001
TXN_002727,2024-03-07 04:05:00,S076,P699,7,759.73,35.28,EUR,5282.830000000001
TXN_002728,2024-03-04 07:05:00,S058,P192,3,717.51,37.77,USD,2114.7599999999998
TXN_002729,2024-03-26 21:53:00,S029,P949,1,1193.78,42.93,USD,1150.85
TXN_002730,2024-03-04 04:52:00,S047,P898,5,555.05,22.75,USD,2752.5
TXN_002731,2024-03-09 21:43:00,S091,P297,1,189.99,26.08,USD,163.91000000000003
TXN_002732,2024-03-16 11:32:00,S053,P819,9,909.07,19.78,EUR,8161.85
TXN_002733,2024-03-08 04:24:00,S021,P390,7,60.07,9.01,GBP,411.48
TXN_002734,2024-03-15 15:04:00,S069,P193,1,1274.31,8.6,GBP,1265.71
TXN_002735,2024-03-24 23:49:00,S099,P372,6,217.99,14.38,GBP,1293.56
TXN_002736,2024-03-28 17:54:00,S024,P045,9,1192.65,11.61,USD,10722.24
TXN_002737,2024-03-28 18:31:00,S002,P244,4,134.97,27.23,GBP,512.65
TXN_002738,2024-03-04 19:30:00,S057,P212,1,225.33,23.85,USD,201.48000000000002
TXN_002739,2024-03-26 20:29:00,S036,P063,1,1265.12,30.8,USD,1234.32
TXN_002740,2024-03-08 05:58:00,S054,P495,6,1119.33,18.79,GBP,6697.19
TXN_002741,2024-03-13 14:52:00,S026,P010,7,1438.97,17.48,USD,10055.310000000001
TXN_002742,2024-03-11 20:56:00,S067,P773,4,1472.79,6.45,EUR,5884.71
TXN_002743,2024-03-10 10:41:00,S043,P984,9,298.53,13.42,GBP,2673.3499999999995
TXN_002744,2024-03-26 08:40:00,S087,P637,1,1111.75,2.13,EUR,1109.62
TXN_002745,2024-03-23 00:05:00,S043,P594,3,1111.95,7.69,USD,3328.1600000000003
TXN_002746,2024-03-27 11:39:00,S039,P967,6,1147.96,42.68,GBP,6845.08
TXN_002747,2024-03-20 02:39:00,S012,P323,3,203.07,12.28,EUR,596.9300000000001
TXN_002748,2024-03-12 00:29:00,S058,P224,3,1241.62,27.5,USD,3697.3599999999997
TXN_002749,2024-03-28 13:09:00,S017,P482,4,610.83,2.96,GBP,2440.36
TXN_002750,2024-03-14 09:05:00,S038,P161,7,1231.37,21.78,USD,8597.81
TXN_002751,2024-03-06 00:24:00,S016,P529,7,735.47,30.45,EUR,5117.84
TXN_002752,2024-03-28 17:43:00,S041,P489,5,960.28,7.63,USD,4793.7699999999995
TXN_002753,2024-03-20 23:05:00,S021,P119,9,1471.93,29.92,USD,13217.45
TXN_002754,2024-03-16 10:57:00,S068,P595,4,16.93,22.18,USD,45.54
TXN_002755,2024-03-14 04:31:00,S031,P737,9,571.85,47.0,USD,5099.650000000001
TXN_002756,2024-03-23 08:01:00,S027,P641,5,934.91,43.23,GBP,4631.320000000001
TXN_002757,2024-03-25 16:40:00,S035,P277,3,533.74,21.72,GBP,1579.5
TXN_002758,2024-03-29 21:29:00,S052,P217,5,1388.97,25.13,EUR,6919.72
TXN_002759,2024-03-30 15:12:00,S096,P201,1,1048.15,34.73,EUR,1013.4200000000001
TXN_002760,2024-03-25 22:03:00,S033,P923,9,984.95,37.42,USD,8827.130000000001
TXN_002761,2024-03-21 09:53:00,S093,P342,1,340.58,4.42,USD,336.15999999999997
TXN_002762,2024-03-22 11:41:00,S063,P832,3,649.5,37.82,USD,1910.68
TXN_002763,2024-03-03 17:26:00,S068,P903,5,1071.95,44.01,EUR,5315.74
TXN_002764,2024-03-24 14:07:00,S084,P955,7,1333.25,49.57,USD,9283.18
TXN_002765,2024-03-25 08:12:00,S088,P095,6,1274.64,37.09,USD,7610.75
TXN_002766,2024-03-19 05:51:00,S045,P201,6,1139.64,16.02,GBP,6821.82
TXN_002767,2024-03-06 03:41:00,S062,P485,4,316.2,47.17,EUR,1217.6299999999999
TXN_002768,2024-03-29 15:26:00,S059,P419,2,314.19,29.12,EUR,599.26
TXN_002769,2024-03-06 23:44:00,S049,P687,5,480.0,12.33,USD,2387.67
TXN_002770,2024-03-26 22:55:00,S083,P510,1,266.68,5.02,EUR,261.66
TXN_002771,2024-03-14 17:17:00,S036,P598,5,23.91,0.36,EUR,119.19
TXN_002772,2024-03-28 07:11:00,S005,P733,2,1169.75,47.48,EUR,2292.02
TXN_002773,2024-03-27 11:39:00,S054,P860,2,830.69,47.31,USD,1614.0700000000002
TXN_002774,2024-03-15 09:37:00,S021,P492,2,1430.05,29.41,USD,2830.69
TXN_002775,2024-03-06 02:44:00,S047,P928,5,914.63,5.51,USD,4567.639999999999
TXN_002776,2024-03-19 07:00:00,S007,P722,7,879.05,24.26,EUR,6129.089999999999
TXN_002777,2024-03-09 07:57:00,S043,P543,1,179.23,13.92,EUR,165.31
TXN_002778,2024-03-04 22:51:00,S030,P267,4,1200.54,44.81,USD,4757.349999999999
TXN_002779,2024-03-02 09:06:00,S027,P458,8,696.69,1.71,GBP,5571.81
TXN_002780,2024-03-26 16:25:00,S054,P460,6,1167.99,16.73,USD,6991.210000000001
TXN_002781,2024-03-13 11:42:00,S016,P120,2,616.87,19.74,EUR,1214.0
TXN_002782,2024-03-05 06:25:00,S007,P286,8,264.76,38.4,USD,2079.68
TXN_002783,2024-03-10 04:34:00,S081,P210,4,326.24,30.84,USD,1274.1200000000001
TXN_002784,2024-03-24 21:38:00,S096,P770,7,700.81,24.25,USD,4881.42
TXN_002785,2024-03-15 06:23:00,S084,P030,6,909.61,19.78,EUR,5437.88
TXN_002786,2024-03-30 01:53:00,S043,P505,6,434.91,17.04,EUR,2592.42
TXN_002787,2024-03-16 13:40:00,S014,P617,4,715.98,25.51,GBP,2838.41
TXN_002788,2024-03-07 09:38:00,S069,P346,9,335.33,0.58,EUR,3017.39
TXN_002789,2024-03-15 22:23:00,S050,P065,3,1185.52,1.86,GBP,3554.7
TXN_002790,2024-03-24 09:17:00,S052,P609,3,866.37,22.59,EUR,2576.52
TXN_002791,2024-03-29 17:53:00,S062,P114,1,742.02,13.9,GBP,728.12
TXN_002792,2024-03-17 11:48:00,S078,P557,1,1194.66,9.42,EUR,1185.24
TXN_002793,2024-03-08 01:18:00,S084,P835,6,613.93,46.19,GBP,3637.39
TXN_002794,2024-03-07 00:28:00,S100,P626,3,64.51,47.31,EUR,146.22000000000003
TXN_002795,2024-03-01 03:50:00,S074,P018,6,927.15,3.31,GBP,5559.589999999999
TXN_002796,2024-03-16 15:51:00,S075,P715,9,988.85,39.87,GBP,8859.779999999999
TXN_002797,2024-03-10 09:28:00,S079,P031,9,921.28,6.03,GBP,8285.49
TXN_002798,2024-03-02 21:32:00,S024,P132,7,394.98,44.12,GBP,2720.7400000000002
TXN_002799,2024-03-20 05:03:00,S066,P297,5,383.69,14.4,GBP,1904.05
TXN_002800,2024-03-23 13:16:00,S013,P768,4,1158.78,36.78,USD,4598.34
TXN_002801,2024-03-16 03:18:00,S064,P133,2,539.74,39.69,USD,1039.79
TXN_002802,2024-03-04 10:37:00,S072,P151,1,1459.08,9.3,USD,1449.78
TXN_002803,2024-03-03 18:22:00,S072,P481,2,427.23,22.51,GBP,831.95
TXN_002804,2024-03-21 14:10:00,S023,P049,3,285.44,11.87,EUR,844.4499999999999
TXN_002805,2024-03-22 23:50:00,S038,P598,1,256.37,28.3,GBP,228.07
TXN_002806,2024-03-28 16:32:00,S095,P158,5,1465.36,18.86,EUR,7307.94
TXN_002807,2024-03-04 14:33:00,S041,P316,3,1109.82,1.98,USD,3327.48
TXN_002808,2024-03-27 11:46:00,S062,P914,6,15.6,29.17,USD,64.42999999999999
TXN_002809,2024-03-12 12:10:00,S035,P148,4,963.46,29.02,USD,3824.82
TXN_002810,2024-03-07 20:24:00,S006,P742,7,1297.79,44.71,USD,9039.82
TXN_002811,2024-03-29 02:16:00,S045,P076,3,1397.52,46.63,EUR,4145.929999999999
TXN_002812,2024-03-05 20:35:00,S096,P809,1,565.64,11.85,GBP,553.79
TXN_002813,2024-03-05 15:42:00,S058,P068,1,1040.35,46.8,USD,993.55
TXN_002814,2024-03-10 00:55:00,S033,P496,8,1418.6,11.92,GBP,11336.88
TXN_002815,2024-03-25 03:40:00,S072,P218,6,817.91,32.67,EUR,4874.79
TXN_002816,2024-03-30 03:58:00,S070,P383,2,1277.64,35.28,GBP,2520.0
TXN_002817,2024-03-22 07:47:00,S001,P920,4,868.68,5.09,USD,3469.6299999999997
TXN_002818,2024-03-18 04:18:00,S086,P939,6,1316.5,23.64,EUR,7875.36
TXN_002819,2024-03-29 20:48:00,S089,P980,1,1146.21,41.19,GBP,1105.02
TXN_002820,2024-03-17 09:06:00,S058,P020,6,965.03,24.54,EUR,5765.64
TXN_002821,2024-03-06 00:12:00,S089,P332,6,868.13,29.24,GBP,5179.54
TXN_002822,2024-03-23 02:45:00,S073,P746,1,1231.08,38.55,EUR,1192.53
TXN_002823,2024-03-11 09:58:00,S095,P517,5,823.54,43.57,EUR,4074.1299999999997
TXN_002824,2024-03-20 06:58:00,S035,P357,4,1127.2,17.71,GBP,4491.09
TXN_002825,2024-03-08 03:25:00,S066,P516,4,1172.07,49.53,GBP,4638.75
TXN_002826,2024-03-10 09:46:00,S081,P577,8,1446.71,3.06,USD,11570.62
TXN_002827,2024-03-19 16:12:00,S001,P668,6,436.72,6.49,EUR,2613.8300000000004
TXN_002828,2024-03-11 21:35:00,S038,P373,4,1439.86,6.98,USD,5752.46
TXN_002829,2024-03-18 15:17:00,S008,P109,1,1380.89,16.56,EUR,1364.3300000000002
TXN_002830,2024-03-26 18:47:00,S096,P352,3,851.26,38.41,GBP,2515.37
TXN_002831,2024-03-02 09:59:00,S034,P045,4,1495.26,19.22,USD,5961.82
TXN_002832,2024-03-03 13:51:00,S004,P240,1,134.32,32.54,USD,101.78
TXN_002833,2024-03-11 06:29:00,S002,P828,4,324.41,38.37,GBP,1259.2700000000002
TXN_002834,2024-03-15 12:27:00,S068,P629,4,220.01,3.05,USD,876.99
TXN_002835,2024-03-01 12:42:00,S041,P840,4,427.92,20.57,GBP,1691.1100000000001
TXN_002836,2024-03-11 08:59:00,S039,P610,4,484.65,44.27,EUR,1894.33
TXN_002837,2024-03-10 21:33:00,S016,P912,8,41.23,30.0,USD,299.84
TXN_002838,2024-03-15 21:53:00,S078,P260,7,504.58,21.14,EUR,3510.92
TXN_002839,2024-03-03 09:35:00,S020,P106,9,525.16,42.55,EUR,4683.889999999999
TXN_002840,2024-03-07 15:16:00,S099,P864,1,887.77,11.72,GBP,876.05
TXN_002841,2024-03-08 22:27:00,S081,P856,6,238.39,9.57,USD,1420.77
TXN_002842,2024-03-22 04:58:00,S079,P967,8,1158.2,20.94,GBP,9244.66
TXN_002843,2024-03-01 11:22:00,S070,P777,1,1364.45,13.21,USD,1351.24
TXN_002844,2024-03-28 13:32:00,S080,P148,1,1009.2,49.4,EUR,959.8000000000001
TXN_002845,2024-03-11 06:34:00,S001,P022,9,1163.34,19.83,USD,10450.23
TXN_002846,2024-03-12 12:59:00,S009,P288,6,332.31,45.48,GBP,1948.38
TXN_002847,2024-03-14 14:27:00,S017,P076,8,240.07,16.49,USD,1904.07
TXN_002848,2024-03-04 21:53:00,S012,P522,1,1032.42,0.47,USD,1031.95
TXN_002849,2024-03-01 09:10:00,S061,P742,7,1477.14,9.57,GBP,10330.410000000002
TXN_002850,2024-03-21 19:24:00,S039,P237,1,1131.5,1.9,USD,1129.6
TXN_002851,2024-03-06 03:55:00,S020,P578,5,1478.53,28.31,EUR,7364.339999999999
TXN_002852,2024-03-27 15:21:00,S039,P544,9,698.84,49.24,EUR,6240.320000000001
TXN_002853,2024-03-02 06:18:00,S054,P988,7,112.24,34.52,EUR,751.16
TXN_002854,2024-03-13 02:06:00,S082,P584,4,633.24,15.33,USD,2517.63
TXN_002855,2024-03-28 03:07:00,S096,P628,6,1326.3,49.16,USD,7908.639999999999
TXN_002856,2024-03-20 21:35:00,S034,P551,3,149.27,16.46,GBP,431.3500000000001
TXN_002857,2024-03-04 16:24:00,S049,P581,4,831.83,12.29,USD,3315.03
TXN_002858,2024-03-24 03:41:00,S010,P567,3,1196.47,32.48,USD,3556.93
TXN_002859,2024-03-07 12:40:00,S057,P431,7,711.02,18.09,USD,4959.049999999999
TXN_002860,2024-03-14 06:02:00,S003,P688,6,144.04,4.16,GBP,860.08
TXN_002861,2024-03-10 12:54:00,S076,P565,2,769.65,21.18,USD,1518.12
TXN_002862,2024-03-06 18:23:00,S096,P303,9,549.33,34.78,USD,4909.1900000000005
TXN_002863,2024-03-18 20:01:00,S069,P205,1,164.75,5.07,USD,159.68
TXN_002864,2024-03-19 01:38:00,S032,P043,2,728.01,16.87,GBP,1439.15
TXN_002865,2024-03-23 22:49:00,S032,P125,2,944.45,14.38,EUR,1874.52
TXN_002866,2024-03-09 06:32:00,S049,P605,8,274.02,32.64,USD,2159.52
TXN_002867,2024-03-29 20:14:00,S042,P477,6,783.16,14.23,USD,4684.7300000000005
TXN_002868,2024-03-23 15:06:00,S084,P457,3,984.62,4.88,USD,2948.98
TXN_002869,2024-03-12 11:02:00,S060,P879,9,430.32,49.33,EUR,3823.55
TXN_002870,2024-03-22 02:34:00,S055,P396,8,323.53,48.25,GBP,2539.99
TXN_002871,2024-03-22 02:54:00,S031,P014,7,1430.82,12.51,USD,10003.23
TXN_002872,2024-03-09 15:09:00,S054,P953,1,1369.63,42.04,USD,1327.5900000000001
TXN_002873,2024-03-23 13:16:00,S099,P920,8,1259.37,42.43,USD,10032.529999999999
TXN_002874,2024-03-15 18:22:00,S006,P467,8,11.48,15.99,GBP,75.85000000000001
TXN_002875,2024-03-08 00:53:00,S037,P470,4,1388.92,25.99,USD,5529.6900000000005
TXN_002876,2024-03-12 18:03:00,S053,P103,6,168.34,33.43,USD,976.61
TXN_002877,2024-03-24 10:15:00,S089,P856,9,171.64,29.46,EUR,1515.2999999999997
TXN_002878,2024-03-04 04:11:00,S040,P673,2,195.29,36.23,GBP,354.34999999999997
TXN_002879,2024-03-28 07:31:00,S065,P947,7,331.19,2.14,USD,2316.19
TXN_002880,2024-03-16 16:31:00,S045,P227,1,646.91,36.05,GBP,610.86
TXN_002881,2024-03-11 19:53:00,S060,P402,7,299.93,49.68,EUR,2049.8300000000004
TXN_002882,2024-03-07 12:55:00,S032,P318,7,17.64,38.16,USD,85.32000000000001
TXN_002883,2024-03-16 23:35:00,S087,P891,9,571.6,48.32,EUR,5096.080000000001
TXN_002884,2024-03-27 07:35:00,S046,P737,8,1091.83,38.91,GBP,8695.73
TXN_002885,2024-03-30 23:21:00,S010,P749,4,1406.61,39.95,GBP,5586.49
TXN_002886,2024-03-10 23:58:00,S086,P259,1,1452.25,37.49,USD,1414.76
TXN_002887,2024-03-19 06:30:00,S036,P672,7,329.71,15.92,GBP,2292.0499999999997
TXN_002888,2024-03-17 05:38:00,S075,P250,1,135.67,4.9,EUR,130.76999999999998
TXN_002889,2024-03-16 05:16:00,S060,P317,7,1264.37,44.32,USD,8806.27
TXN_002890,2024-03-10 01:24:00,S098,P528,7,271.62,19.98,USD,1881.3600000000001
TXN_002891,2024-03-29 21:49:00,S083,P186,7,1124.02,11.43,EUR,7856.709999999999
TXN_002892,2024-03-16 13:17:00,S078,P706,3,1238.55,42.65,USD,3672.9999999999995
TXN_002893,2024-03-18 04:49:00,S060,P924,8,950.44,20.75,GBP,7582.77
TXN_002894,2024-03-19 16:06:00,S036,P927,5,1443.49,10.77,USD,7206.679999999999
TXN_002895,2024-03-27 18:59:00,S082,P647,6,1158.73,35.51,GBP,6916.87
TXN_002896,2024-03-25 04:33:00,S017,P151,6,1367.24,22.58,GBP,8180.860000000001
TXN_002897,2024-03-14 04:16:00,S083,P671,2,791.56,2.0,GBP,1581.12
TXN_002898,2024-03-30 11:27:00,S066,P101,3,1395.94,9.4,GBP,4178.42
TXN_002899,2024-03-22 01:43:00,S042,P538,5,171.85,18.36,USD,840.89
TXN_002900,2024-03-15 15:33:00,S034,P975,9,810.93,9.03,GBP,7289.34
TXN_002901,2024-03-29 11:42:00,S041,P068,6,306.61,21.33,USD,1818.3300000000002
TXN_002902,2024-03-03 20:08:00,S038,P240,8,1470.52,30.05,USD,11734.11
TXN_002903,2024-03-30 19:35:00,S081,P694,8,1010.31,5.3,GBP,8077.179999999999
TXN_002904,2024-03-10 01:45:00,S032,P185,9,814.42,17.17,USD,7312.61
TXN_002905,2024-03-10 02:36:00,S006,P823,4,654.88,31.5,USD,2588.02
TXN_002906,2024-03-28 14:23:00,S043,P091,4,153.4,45.51,USD,568.09
TXN_002907,2024-03-09 22:27:00,S096,P661,7,1493.55,30.76,EUR,10424.09
TXN_002908,2024-03-26 02:40:00,S041,P384,3,250.14,38.45,USD,711.9699999999999
TXN_002909,2024-03-30 03:49:00,S089,P949,6,863.34,9.95,EUR,5170.09
TXN_002910,2024-03-13 00:07:00,S052,P577,2,184.77,21.61,USD,347.93
TXN_002911,2024-03-01 00:27:00,S045,P008,8,1178.9,34.16,USD,9397.04
TXN_002912,2024-03-06 02:10:00,S096,P979,9,1386.96,27.21,EUR,12455.43
TXN_002913,2024-03-18 02:11:00,S076,P325,1,1094.17,46.64,GBP,1047.53
TXN_002914,2024-03-18 09:26:00,S060,P309,5,350.84,44.39,USD,1709.8099999999997
TXN_002915,2024-03-21 02:02:00,S046,P020,6,317.92,40.75,GBP,1866.77
TXN_002916,2024-03-30 19:38:00,S083,P673,3,447.99,31.02,GBP,1312.95
TXN_002917,2024-03-13 12:02:00,S015,P373,1,1430.55,7.75,EUR,1422.8
TXN_002918,2024-03-10 08:47:00,S092,P249,9,717.63,33.3,USD,6425.37
TXN_002919,2024-03-20 22:02:00,S022,P231,5,706.84,16.78,GBP,3517.42
TXN_002920,2024-03-06 04:20:00,S074,P504,3,1430.93,32.97,GBP,4259.82
TXN_002921,2024-03-26 07:42:00,S061,P733,4,354.02,43.83,EUR,1372.25
TXN_002922,2024-03-05 12:40:00,S015,P965,3,963.45,1.83,USD,2888.5200000000004
TXN_002923,2024-03-22 08:40:00,S003,P325,6,28.18,22.5,USD,146.57999999999998
TXN_002924,2024-03-23 14:26:00,S001,P279,7,236.69,34.24,GBP,1622.59
TXN_002925,2024-03-06 21:11:00,S026,P843,7,354.11,41.56,USD,2437.21
TXN_002926,2024-03-24 14:29:00,S019,P037,7,875.37,28.05,GBP,6099.54
TXN_002927,2024-03-09 17:23:00,S019,P983,7,1032.4,31.47,GBP,7195.330000000001
TXN_002928,2024-03-09 13:47:00,S085,P553,3,941.41,6.17,USD,2818.06
TXN_002929,2024-03-02 10:04:00,S042,P637,5,144.37,0.14,USD,721.71
TXN_002930,2024-03-18 05:30:00,S028,P631,8,177.05,29.0,GBP,1387.4
TXN_002931,2024-03-15 23:59:00,S010,P994,3,1038.97,37.06,EUR,3079.85
TXN_002932,2024-03-19 05:15:00,S011,P644,7,1128.68,5.45,EUR,7895.31
TXN_002933,2024-03-22 06:29:00,S058,P144,3,1087.56,22.67,USD,3240.0099999999998
TXN_002934,2024-03-24 03:41:00,S022,P678,8,748.19,23.99,GBP,5961.530000000001
TXN_002935,2024-03-14 22:35:00,S006,P416,9,1318.89,10.07,EUR,11859.94
TXN_002936,2024-03-19 06:51:00,S028,P545,8,976.6,47.96,USD,7764.84
TXN_002937,2024-03-05 09:09:00,S064,P416,9,889.77,29.52,GBP,7978.41
TXN_002938,2024-03-22 20:23:00,S053,P245,6,1178.74,44.98,USD,7027.460000000001
TXN_002939,2024-03-14 06:51:00,S064,P049,3,1104.07,40.92,EUR,3271.29
TXN_002940,2024-03-08 22:45:00,S024,P787,4,577.85,27.47,USD,2283.9300000000003
TXN_002941,2024-03-01 11:47:00,S083,P531,7,1007.3,30.5,GBP,7020.599999999999
TXN_002942,2024-03-29 23:13:00,S017,P131,4,316.36,31.25,GBP,1234.19
TXN_002943,2024-03-10 16:47:00,S047,P900,5,973.49,45.52,USD,4821.929999999999
TXN_002944,2024-03-14 11:16:00,S061,P590,8,602.13,34.82,EUR,4782.22
TXN_002945,2024-03-22 21:03:00,S098,P020,5,859.64,28.9,GBP,4269.3
TXN_002946,2024-03-18 07:07:00,S054,P016,3,362.61,37.35,EUR,1050.48
TXN_002947,2024-03-10 19:31:00,S023,P770,2,292.76,47.16,USD,538.36
TXN_002948,2024-03-15 19:16:00,S031,P671,6,931.04,24.68,GBP,5561.5599999999995
TXN_002949,2024-03-26 09:31:00,S085,P635,7,1419.92,45.64,USD,9893.800000000001
TXN_002950,2024-03-21 07:40:00,S093,P1000,5,702.69,36.54,GBP,3476.9100000000003
TXN_002951,2024-03-23 22:15:00,S052,P337,7,382.67,28.95,EUR,2649.7400000000002
TXN_002952,2024-03-14 08:58:00,S071,P444,8,850.14,7.61,USD,6793.51
TXN_002953,2024-03-23 05:13:00,S097,P618,6,1068.34,34.15,EUR,6375.889999999999
TXN_002954,2024-03-18 09:38:00,S021,P208,3,40.98,41.38,USD,81.56
TXN_002955,2024-03-09 00:51:00,S059,P648,9,568.31,18.54,USD,5096.249999999999
TXN_002956,2024-03-25 19:30:00,S062,P878,2,520.29,14.81,GBP,1025.77
TXN_002957,2024-03-02 13:11:00,S044,P843,4,983.65,42.36,USD,3892.24
