product_id,product_name,category,brand,standard_price
P626,Product_626,Furniture,BrandA,1372.45
P627,Product_627,Apparel,BrandB,1392.43
P628,Product_628,Apparel,BrandB,383.16
P629,Product_629,Electronics,BrandC,1424.33
P630,Product_630,Appliances,BrandC,497.99
P631,Product_631,Furniture,BrandA,1444.73
P632,Product_632,Furniture,BrandB,842.25
P633,Product_633,Apparel,BrandB,94.18
P634,Product_634,Furniture,BrandC,252.89
P635,Product_635,Apparel,BrandA,132.17
P636,Product_636,Electronics,BrandA,440.85
P637,Product_637,Apparel,BrandA,264.99
P638,Product_638,Appliances,BrandB,1018.41
P639,Product_639,Electronics,BrandA,1148.32
P640,Product_640,Appliances,BrandA,1038.75
P641,Product_641,Furniture,BrandA,1420.45
P642,Product_642,Furniture,BrandA,651.36
P643,Product_643,Furniture,BrandB,977.06
P644,Product_644,Electronics,BrandA,891.97
P645,Product_645,Electronics,BrandB,1386.47
P646,Product_646,Furniture,BrandB,1372.48
P647,Product_647,Apparel,BrandC,787.72
P648,Product_648,Electronics,BrandC,129.02
P649,Product_649,Furniture,BrandA,521.14
P650,Product_650,Furniture,BrandB,650.49
P651,Product_651,Furniture,BrandB,1410.02
P652,Product_652,Electronics,BrandC,728.98
P653,Product_653,Furniture,BrandB,860.35
P654,Product_654,Apparel,BrandA,585.99
P655,Product_655,Furniture,BrandB,197.69
P656,Product_656,Electronics,BrandB,470.8
P657,Product_657,Appliances,BrandA,1380.51
P658,Product_658,Appliances,BrandB,276.13
P659,Product_659,Apparel,BrandB,1329.41
P660,Product_660,Apparel,BrandB,1171.29
P661,Product_661,Appliances,BrandB,317.26
P662,Product_662,Furniture,BrandA,326.01
P663,Product_663,Furniture,BrandA,1455.08
P664,Product_664,Appliances,BrandA,1052.98
P665,Product_665,Appliances,BrandA,138.85
P666,Product_666,Apparel,BrandC,593.7
P667,Product_667,Apparel,BrandB,997.49
P668,Product_668,Appliances,BrandA,174.24
P669,Product_669,Furniture,BrandC,562.37
P670,Product_670,Appliances,BrandA,409.09
P671,Product_671,Electronics,BrandC,340.16
P672,Product_672,Apparel,BrandA,1278.99
P673,Product_673,Appliances,BrandC,1163.85
P674,Product_674,Furniture,BrandA,1280.69
P675,Product_675,Apparel,BrandA,1175.4
P676,Product_676,Appliances,BrandA,768.75
P677,Product_677,Electronics,BrandC,350.04
P678,Product_678,Electronics,BrandC,806.34
P679,Product_679,Appliances,BrandC,322.41
P680,Product_680,Furniture,BrandB,784.2
P681,Product_681,Furniture,BrandA,979.89
P682,Product_682,Appliances,BrandA,432.86
P683,Product_683,Electronics,BrandA,1035.13
P684,Product_684,Apparel,BrandA,427.04
P685,Product_685,Apparel,BrandB,961.08
P686,Product_686,Furniture,BrandC,1428.84
P687,Product_687,Furniture,BrandB,961.74
P688,Product_688,Appliances,BrandB,736.28
P689,Product_689,Electronics,BrandC,319.87
P690,Product_690,Electronics,BrandB,344.55
P691,Product_691,Electronics,BrandA,1292.0
P692,Product_692,Appliances,BrandA,222.95
P693,Product_693,Furniture,BrandA,832.13
P694,Product_694,Apparel,BrandA,62.13
P695,Product_695,Apparel,BrandA,521.88
P696,Product_696,Apparel,BrandC,720.47
P697,Product_697,Furniture,BrandB,786.13
P698,Product_698,Electronics,BrandB,490.29
P699,Product_699,Furniture,BrandB,900.54
P700,Product_700,Apparel,BrandB,369.46
P701,Product_701,Apparel,BrandB,160.84
P702,Product_702,Apparel,BrandC,515.36
P703,Product_703,Apparel,BrandB,734.45
P704,Product_704,Apparel,BrandB,1364.92
P705,Product_705,Appliances,BrandA,101.3
P706,Product_706,Appliances,BrandB,1193.79
P707,Product_707,Furniture,BrandC,161.97
P708,Product_708,Appliances,BrandC,465.49
P709,Product_709,Appliances,BrandC,415.81
P710,Product_710,Furniture,BrandC,516.43
P711,Product_711,Apparel,BrandC,715.12
P712,Product_712,Electronics,BrandA,138.31
P713,Product_713,Appliances,BrandA,378.29
P714,Product_714,Appliances,BrandA,381.23
P715,Product_715,Electronics,BrandA,934.37
P716,Product_716,Apparel,BrandA,760.65
P717,Product_717,Furniture,BrandB,918.36
P718,Product_718,Electronics,BrandB,1026.81
P719,Product_719,Appliances,BrandC,681.36
P720,Product_720,Appliances,BrandB,838.05
P721,Product_721,Appliances,BrandA,818.45
P722,Product_722,Electronics,BrandB,412.32
P723,Product_723,Appliances,BrandB,774.64
P724,Product_724,Apparel,BrandC,1231.37
P725,Product_725,Appliances,BrandC,786.76
P726,Product_726,Electronics,BrandC,846.31
P727,Product_727,Appliances,BrandC,554.79
P728,Product_728,Electronics,BrandC,237.83
P729,Product_729,Electronics,BrandC,492.41
P730,Product_730,Furniture,BrandB,1048.04
P731,Product_731,Furniture,BrandB,1200.79
P732,Product_732,Electronics,BrandA,106.07
P733,Product_733,Appliances,BrandC,427.89
P734,Product_734,Furniture,BrandB,1117.43
P735,Product_735,Appliances,BrandB,1240.03
P736,Product_736,Furniture,BrandB,701.72
P737,Product_737,Apparel,BrandA,422.91
P738,Product_738,Apparel,BrandB,478.21
P739,Product_739,Electronics,BrandA,1423.11
P740,Product_740,Electronics,BrandB,448.64
P741,Product_741,Electronics,BrandA,592.15
P742,Product_742,Furniture,BrandB,1289.8
P743,Product_743,Electronics,BrandC,1220.12
P744,Product_744,Apparel,BrandA,1148.44
P745,Product_745,Electronics,BrandB,292.81
P746,Product_746,Electronics,BrandB,932.8
P747,Product_747,Furniture,BrandC,1240.23
P748,Product_748,Furniture,BrandB,400.61
P749,Product_749,Furniture,BrandB,726.9
P750,Product_750,Electronics,BrandB,509.76
P751,Product_751,Electronics,BrandB,1196.11
P752,Product_752,Furniture,BrandB,928.58
P753,Product_753,Apparel,BrandA,937.89
P754,Product_754,Appliances,BrandC,723.64
P755,Product_755,Appliances,BrandA,1110.61
P756,Product_756,Appliances,BrandA,427.75
P757,Product_757,Appliances,BrandC,392.55
P758,Product_758,Furniture,BrandA,261.43
P759,Product_759,Apparel,BrandC,34.94
P760,Product_760,Furniture,BrandA,1476.73
P761,Product_761,Appliances,BrandB,120.09
P762,Product_762,Appliances,BrandB,466.89
P763,Product_763,Furniture,BrandB,449.93
P764,Product_764,Electronics,BrandA,1284.53
P765,Product_765,Furniture,BrandC,1360.5
P766,Product_766,Apparel,BrandA,460.05
P767,Product_767,Apparel,BrandA,102.57
P768,Product_768,Appliances,BrandC,977.95
P769,Product_769,Electronics,BrandB,1490.19
P770,Product_770,Appliances,BrandA,1373.01
P771,Product_771,Furniture,BrandA,99.38
P772,Product_772,Appliances,BrandA,630.13
P773,Product_773,Apparel,BrandA,486.52
P774,Product_774,Electronics,BrandB,59.15
P775,Product_775,Appliances,BrandC,206.6
P776,Product_776,Appliances,BrandB,153.67
P777,Product_777,Appliances,BrandB,692.84
P778,Product_778,Electronics,BrandA,268.98
P779,Product_779,Furniture,BrandC,518.61
P780,Product_780,Electronics,BrandA,11.5
P781,Product_781,Apparel,BrandA,10.8
P782,Product_782,Electronics,BrandB,1157.93
P783,Product_783,Furniture,BrandC,1201.42
P784,Product_784,Apparel,BrandA,613.15
P785,Product_785,Electronics,BrandC,1498.66
P786,Product_786,Electronics,BrandB,418.0
P787,Product_787,Appliances,BrandC,438.37
P788,Product_788,Appliances,BrandC,769.2
P789,Product_789,Appliances,BrandB,288.99
P790,Product_790,Furniture,BrandB,176.42
P791,Product_791,Furniture,BrandB,502.57
P792,Product_792,Apparel,BrandA,538.22
P793,Product_793,Appliances,BrandB,1385.17
P794,Product_794,Appliances,BrandA,442.07
P795,Product_795,Appliances,BrandA,1275.6
P796,Product_796,Appliances,BrandA,119.7
P797,Product_797,Furniture,BrandA,1220.63
P798,Product_798,Apparel,BrandA,1196.18
P799,Product_799,Appliances,BrandC,80.88
P800,Product_800,Appliances,BrandA,746.77
P801,Product_801,Electronics,BrandB,752.61
P802,Product_802,Appliances,BrandC,424.28
P803,Product_803,Apparel,BrandB,747.33
P804,Product_804,Furniture,BrandC,607.71
P805,Product_805,Electronics,BrandC,179.77
P806,Product_806,Furniture,BrandB,1334.42
P807,Product_807,Electronics,BrandA,335.89
P808,Product_808,Furniture,BrandA,196.25
P809,Product_809,Electronics,BrandA,1346.14
P810,Product_810,Apparel,BrandA,433.18
P811,Product_811,Apparel,BrandB,1262.55
P812,Product_812,Electronics,BrandA,1420.76
P813,Product_813,Apparel,BrandA,108.97
P814,Product_814,Electronics,BrandA,210.28
P815,Product_815,Electronics,BrandB,1426.87
P816,Product_816,Electronics,BrandC,524.89
P817,Product_817,Apparel,BrandA,1230.69
P818,Product_818,Furniture,BrandC,880.15
P819,Product_819,Apparel,BrandC,382.07
P820,Product_820,Electronics,BrandB,1408.51
P821,Product_821,Furniture,BrandC,646.56
P822,Product_822,Apparel,BrandA,1110.56
P823,Product_823,Electronics,BrandA,1328.21
P824,Product_824,Furniture,BrandC,479.99
P825,Product_825,Furniture,BrandC,568.86
P826,Product_826,Apparel,BrandB,748.91
P827,Product_827,Apparel,BrandA,1137.34
P828,Product_828,Furniture,BrandB,265.44
P829,Product_829,Appliances,BrandB,583.58
P830,Product_830,Apparel,BrandA,1425.9
P831,Product_831,Apparel,BrandC,507.05
P832,Product_832,Apparel,BrandB,1323.96
P833,Product_833,Electronics,BrandA,245.92
P834,Product_834,Electronics,BrandB,336.69
P835,Product_835,Electronics,BrandC,108.83
P836,Product_836,Appliances,BrandC,256.58
P837,Product_837,Furniture,BrandC,501.26
P838,Product_838,Electronics,BrandA,672.88
P839,Product_839,Apparel,BrandA,1024.51
P840,Product_840,Furniture,BrandA,941.86
P841,Product_841,Electronics,BrandC,857.76
P842,Product_842,Apparel,BrandB,545.93
P843,Product_843,Apparel,BrandA,742.18
P844,Product_844,Electronics,BrandB,151.26
P845,Product_845,Apparel,BrandA,1210.66
P846,Product_846,Furniture,BrandB,443.04
P847,Product_847,Appliances,BrandB,238.34
P848,Product_848,Apparel,BrandA,38.12
P849,Product_849,Appliances,BrandA,384.35
P850,Product_850,Furniture,BrandA,73.65
P851,Product_851,Appliances,BrandB,1258.8
P852,Product_852,Appliances,BrandB,666.26
P853,Product_853,Furniture,BrandB,657.55
P854,Product_854,Electronics,BrandC,271.02
P855,Product_855,Furniture,BrandB,1141.24
P856,Product_856,Furniture,BrandC,1005.5
P857,Product_857,Apparel,BrandC,501.57
P858,Product_858,Electronics,BrandA,107.85
P859,Product_859,Furniture,BrandC,645.79
P860,Product_860,Furniture,BrandA,984.54
P861,Product_861,Apparel,BrandA,20.82
P862,Product_862,Furniture,BrandB,1056.81
P863,Product_863,Furniture,BrandB,810.64
P864,Product_864,Appliances,BrandB,1263.24
P865,Product_865,Electronics,BrandC,1093.2
P866,Product_866,Electronics,BrandC,1131.61
P867,Product_867,Electronics,BrandA,1079.84
P868,Product_868,Apparel,BrandA,530.63
P869,Product_869,Apparel,BrandA,270.35
P870,Product_870,Apparel,BrandB,1139.91
P871,Product_871,Apparel,BrandA,160.73
P872,Product_872,Appliances,BrandA,1046.07
P873,Product_873,Apparel,BrandB,617.61
P874,Product_874,Appliances,BrandB,1268.12
P875,Product_875,Furniture,BrandC,1461.81
P876,Product_876,Furniture,BrandC,244.7
P877,Product_877,Electronics,BrandC,75.03
P878,Product_878,Furniture,BrandC,1365.9
P879,Product_879,Apparel,BrandA,286.05
P880,Product_880,Apparel,BrandC,86.24
P881,Product_881,Furniture,BrandA,1497.88
P882,Product_882,Appliances,BrandA,516.45
P883,Product_883,Apparel,BrandA,527.51
P884,Product_884,Furniture,BrandB,762.76
P885,Product_885,Apparel,BrandC,1051.13
P886,Product_886,Apparel,BrandA,397.9
P887,Product_887,Apparel,BrandA,85.54
P888,Product_888,Electronics,BrandC,273.68
P889,Product_889,Electronics,BrandB,114.66
P890,Product_890,Apparel,BrandB,204.24
P891,Product_891,Apparel,BrandC,111.09
P892,Product_892,Electronics,BrandB,542.72
P893,Product_893,Electronics,BrandB,188.49
P894,Product_894,Electronics,BrandC,1188.92
P895,Product_895,Apparel,BrandC,277.74
P896,Product_896,Electronics,BrandA,127.27
P897,Product_897,Apparel,BrandA,1048.81
P898,Product_898,Appliances,BrandA,652.66
P899,Product_899,Apparel,BrandC,1003.06
P900,Product_900,Appliances,BrandA,385.16
P901,Product_901,Appliances,BrandB,779.62
P902,Product_902,Apparel,BrandB,592.04
P903,Product_903,Furniture,BrandC,176.45
P904,Product_904,Electronics,BrandB,778.83
P905,Product_905,Furniture,BrandA,405.48
P906,Product_906,Electronics,BrandA,719.53
P907,Product_907,Furniture,BrandA,285.5
P908,Product_908,Furniture,BrandB,931.14
P909,Product_909,Appliances,BrandA,867.85
P910,Product_910,Furniture,BrandB,1278.59
P911,Product_911,Apparel,BrandA,1409.53
P912,Product_912,Electronics,BrandB,1266.87
P913,Product_913,Apparel,BrandC,1059.07
P914,Product_914,Apparel,BrandC,621.15
P915,Product_915,Apparel,BrandB,758.2
P916,Product_916,Electronics,BrandA,601.47
P917,Product_917,Electronics,BrandA,141.41
P918,Product_918,Appliances,BrandC,638.09
P919,Product_919,Appliances,BrandA,1065.1
P920,Product_920,Furniture,BrandA,945.55
P921,Product_921,Furniture,BrandB,1020.58
P922,Product_922,Electronics,BrandA,875.91
P923,Product_923,Apparel,BrandA,1499.1
P924,Product_924,Appliances,BrandC,522.56
P925,Product_925,Electronics,BrandB,1362.6
P926,Product_926,Furniture,BrandA,616.2
P927,Product_927,Electronics,BrandC,229.84
P928,Product_928,Furniture,BrandA,405.88
P929,Product_929,Electronics,BrandA,58.89
P930,Product_930,Appliances,BrandA,214.54
P931,Product_931,Furniture,BrandC,1142.08
P932,Product_932,Apparel,BrandA,1068.99
P933,Product_933,Furniture,BrandA,834.96
P934,Product_934,Appliances,BrandA,315.71
P935,Product_935,Electronics,BrandC,46.16
P936,Product_936,Electronics,BrandA,876.96
P937,Product_937,Electronics,BrandB,812.74
P938,Product_938,Appliances,BrandB,1060.57
P939,Product_939,Furniture,BrandA,99.1
P940,Product_940,Apparel,BrandC,702.68
P941,Product_941,Apparel,BrandA,1155.25
P942,Product_942,Appliances,BrandB,1000.39
P943,Product_943,Furniture,BrandB,1470.54
P944,Product_944,Electronics,BrandA,925.92
P945,Product_945,Apparel,BrandB,603.94
P946,Product_946,Apparel,BrandA,661.18
P947,Product_947,Appliances,BrandA,767.17
P948,Product_948,Electronics,BrandA,1248.73
P949,Product_949,Furniture,BrandC,526.83
P950,Product_950,Appliances,BrandC,283.33
P951,Product_951,Electronics,BrandB,95.32
P952,Product_952,Appliances,BrandC,1148.64
P953,Product_953,Appliances,BrandB,1419.53
P954,Product_954,Appliances,BrandA,411.43
P955,Product_955,Furniture,BrandC,703.7
P956,Product_956,Apparel,BrandB,802.76
P957,Product_957,Furniture,BrandC,64.75
P958,Product_958,Appliances,BrandC,35.16
P959,Product_959,Appliances,BrandB,711.69
P960,Product_960,Appliances,BrandB,644.2
P961,Product_961,Apparel,BrandB,523.55
P962,Product_962,Apparel,BrandC,237.89
P963,Product_963,Appliances,BrandA,120.08
P964,Product_964,Furniture,BrandA,1202.3
P965,Product_965,Furniture,BrandB,1393.97
P966,Product_966,Electronics,BrandA,360.6
P967,Product_967,Appliances,BrandB,160.64
P968,Product_968,Apparel,BrandB,417.66
P969,Product_969,Electronics,BrandB,202.29
P970,Product_970,Furniture,BrandC,944.26
P971,Product_971,Appliances,BrandC,1494.23
P972,Product_972,Furniture,BrandB,1326.43
P973,Product_973,Apparel,BrandC,434.98
P974,Product_974,Electronics,BrandB,332.03
P975,Product_975,Apparel,BrandC,1303.39
P976,Product_976,Appliances,BrandA,824.77
P977,Product_977,Furniture,BrandA,776.09
P978,Product_978,Furniture,BrandB,1470.53
P979,Product_979,Electronics,BrandA,613.75
P980,Product_980,Apparel,BrandB,95.21
P981,Product_981,Furniture,BrandB,1100.92
P982,Product_982,Appliances,BrandA,886.63
P983,Product_983,Appliances,BrandC,174.48
P984,Product_984,Furniture,BrandA,1138.13
P985,Product_985,Apparel,BrandB,55.98
P986,Product_986,Appliances,BrandA,1091.93
P987,Product_987,Furniture,BrandC,1350.89
P988,Product_988,Apparel,BrandC,207.19
P989,Product_989,Electronics,BrandA,576.53
P990,Product_990,Appliances,BrandA,1078.32
P991,Product_991,Apparel,BrandB,46.99
P992,Product_992,Apparel,BrandA,837.02
P993,Product_993,Furniture,BrandC,592.28
P994,Product_994,Apparel,BrandC,1459.5
P995,Product_995,Electronics,BrandC,63.2
P996,Product_996,Appliances,BrandB,474.67
P997,Product_997,Electronics,BrandC,1424.18
P998,Product_998,Furniture,BrandC,1420.2
P999,Product_999,Appliances,BrandC,878.57
P1000,Product_1000,Furniture,BrandC,410.93
P001,Ultra-Slim Laptop,Electronics,TechCorp,1150.0
