State Code,District Code,India / State / Union Territory / District,Name,Year,Age Group,Gender,Ethnic Group,Total / Rural / Urban,Value
10,1004,District,Banka,2011,45-59,Male,Parsi,Urban,12471
10,1004,District,Banka,2011,45-59,Female,Hindu,Urban,714
10,1004,District,Banka,2011,45-59,Female,Muslim,Urban,546
10,1004,District,Banka,2011,45-59,Female,Christian,Urban,7319
10,1004,District,Banka,2011,45-59,Female,Sikh,Urban,27462
10,1004,District,Banka,2011,45-59,Female,Buddhist,Urban,19968
10,1004,District,Banka,2011,45-59,Female,Jain,Urban,6840
10,1004,District,Banka,2011,45-59,Female,Parsi,Urban,14833
10,1004,District,Banka,2011,45-59,Other,Hindu,Urban,10813
10,1004,District,Banka,2011,45-59,Other,Muslim,Urban,12104
10,1004,District,Banka,2011,45-59,Other,Christian,Urban,34527
10,1004,District,Banka,2011,45-59,Other,Sikh,Urban,17018
10,1004,District,Banka,2011,45-59,Other,Buddhist,Urban,20631
10,1004,District,Banka,2011,45-59,Other,Jain,Urban,13506
10,1004,District,Banka,2011,45-59,Other,Parsi,Urban,4630
10,1004,District,Banka,2011,60+,Male,Hindu,Urban,8756
10,1004,District,Banka,2011,60+,Male,Muslim,Urban,9575
10,1004,District,Banka,2011,60+,Male,Christian,Urban,3055
10,1004,District,Banka,2011,60+,Male,Sikh,Urban,5998
10,1004,District,Banka,2011,60+,Male,Buddhist,Urban,358
10,1004,District,Banka,2011,60+,Male,Jain,Urban,3226
10,1004,District,Banka,2011,60+,Male,Parsi,Urban,24477
10,1004,District,Banka,2011,60+,Female,Hindu,Urban,5478
10,1004,District,Banka,2011,60+,Female,Muslim,Urban,6220
10,1004,District,Banka,2011,60+,Female,Christian,Urban,14885
10,1004,District,Banka,2011,60+,Female,Sikh,Urban,12714
10,1004,District,Banka,2011,60+,Female,Buddhist,Urban,3728
10,1004,District,Banka,2011,60+,Female,Jain,Urban,24207
10,1004,District,Banka,2011,60+,Female,Parsi,Urban,7797
10,1004,District,Banka,2011,60+,Other,Hindu,Urban,3804
10,1004,District,Banka,2011,60+,Other,Muslim,Urban,24874
10,1004,District,Banka,2011,60+,Other,Christian,Urban,17308
10,1004,District,Banka,2011,60+,Other,Sikh,Urban,36345
10,1004,District,Banka,2011,60+,Other,Buddhist,Urban,42899
10,1004,District,Banka,2011,60+,Other,Jain,Urban,8094
10,1004,District,Banka,2011,60+,Other,Parsi,Urban,2925
10,1004,District,Banka,2011,0-14,Male,Hindu,Total,103999
10,1004,District,Banka,2011,0-14,Male,Muslim,Total,32517
10,1004,District,Banka,2011,0-14,Male,Christian,Total,79668
10,1004,District,Banka,2011,0-14,Male,Sikh,Total,15303
10,1004,District,Banka,2011,0-14,Male,Buddhist,Total,32615
10,1004,District,Banka,2011,0-14,Male,Jain,Total,23764
10,1004,District,Banka,2011,0-14,Male,Parsi,Total,18511
10,1004,District,Banka,2011,0-14,Female,Hindu,Total,29142
10,1004,District,Banka,2011,0-14,Female,Muslim,Total,77135
10,1004,District,Banka,2011,0-14,Female,Christian,Total,22191
10,1004,District,Banka,2011,0-14,Female,Sikh,Total,41900
10,1004,District,Banka,2011,0-14,Female,Buddhist,Total,4188
10,1004,District,Banka,2011,0-14,Female,Jain,Total,67044
10,1004,District,Banka,2011,0-14,Female,Parsi,Total,41268
10,1004,District,Banka,2011,0-14,Other,Hindu,Total,42584
10,1004,District,Banka,2011,0-14,Other,Muslim,Total,25331
10,1004,District,Banka,2011,0-14,Other,Christian,Total,56937
10,1004,District,Banka,2011,0-14,Other,Sikh,Total,14423
10,1004,District,Banka,2011,0-14,Other,Buddhist,Total,38778
10,1004,District,Banka,2011,0-14,Other,Jain,Total,46622
10,1004,District,Banka,2011,0-14,Other,Parsi,Total,45681
10,1004,District,Banka,2011,15-24,Male,Hindu,Total,17305
10,1004,District,Banka,2011,15-24,Male,Muslim,Total,45145
10,1004,District,Banka,2011,15-24,Male,Christian,Total,17939
10,1004,District,Banka,2011,15-24,Male,Sikh,Total,47974
10,1004,District,Banka,2011,15-24,Male,Buddhist,Total,14066
10,1004,District,Banka,2011,15-24,Male,Jain,Total,16181
10,1004,District,Banka,2011,15-24,Male,Parsi,Total,24050
10,1004,District,Banka,2011,15-24,Female,Hindu,Total,129424
10,1004,District,Banka,2011,15-24,Female,Muslim,Total,68980
10,1004,District,Banka,2011,15-24,Female,Christian,Total,20477
10,1004,District,Banka,2011,15-24,Female,Sikh,Total,59987
10,1004,District,Banka,2011,15-24,Female,Buddhist,Total,10375
10,1004,District,Banka,2011,15-24,Female,Jain,Total,46051
10,1004,District,Banka,2011,15-24,Female,Parsi,Total,35122
10,1004,District,Banka,2011,15-24,Other,Hindu,Total,178587
10,1004,District,Banka,2011,15-24,Other,Muslim,Total,130057
10,1004,District,Banka,2011,15-24,Other,Christian,Total,43413
10,1004,District,Banka,2011,15-24,Other,Sikh,Total,34105
10,1004,District,Banka,2011,15-24,Other,Buddhist,Total,41447
10,1004,District,Banka,2011,15-24,Other,Jain,Total,99655
10,1004,District,Banka,2011,15-24,Other,Parsi,Total,34963
10,1004,District,Banka,2011,25-44,Male,Hindu,Total,66427
10,1004,District,Banka,2011,25-44,Male,Muslim,Total,58051
10,1004,District,Banka,2011,25-44,Male,Christian,Total,92817
10,1004,District,Banka,2011,25-44,Male,Sikh,Total,77673
10,1004,District,Banka,2011,25-44,Male,Buddhist,Total,33951
10,1004,District,Banka,2011,25-44,Male,Jain,Total,73112
10,1004,District,Banka,2011,25-44,Male,Parsi,Total,33695
10,1004,District,Banka,2011,25-44,Female,Hindu,Total,31051
10,1004,District,Banka,2011,25-44,Female,Muslim,Total,22008
10,1004,District,Banka,2011,25-44,Female,Christian,Total,72664
10,1004,District,Banka,2011,25-44,Female,Sikh,Total,20107
10,1004,District,Banka,2011,25-44,Female,Buddhist,Total,24126
10,1004,District,Banka,2011,25-44,Female,Jain,Total,59093
10,1004,District,Banka,2011,25-44,Female,Parsi,Total,19159
10,1004,District,Banka,2011,25-44,Other,Hindu,Total,119212
10,1004,District,Banka,2011,25-44,Other,Muslim,Total,10039
10,1004,District,Banka,2011,25-44,Other,Christian,Total,72539
10,1004,District,Banka,2011,25-44,Other,Sikh,Total,45195
10,1004,District,Banka,2011,25-44,Other,Buddhist,Total,26226
10,1004,District,Banka,2011,25-44,Other,Jain,Total,91676
10,1004,District,Banka,2011,25-44,Other,Parsi,Total,51754
10,1004,District,Banka,2011,45-59,Male,Hindu,Total,54350
10,1004,District,Banka,2011,45-59,Male,Muslim,Total,14554
10,1004,District,Banka,2011,45-59,Male,Christian,Total,100985
10,1004,District,Banka,2011,45-59,Male,Sikh,Total,13728
10,1004,District,Banka,2011,45-59,Male,Buddhist,Total,76733
10,1004,District,Banka,2011,45-59,Male,Jain,Total,13809
10,1004,District,Banka,2011,45-59,Male,Parsi,Total,23928
10,1004,District,Banka,2011,45-59,Female,Hindu,Total,77275
10,1004,District,Banka,2011,45-59,Female,Muslim,Total,45332
10,1004,District,Banka,2011,45-59,Female,Christian,Total,31217
10,1004,District,Banka,2011,45-59,Female,Sikh,Total,28225
10,1004,District,Banka,2011,45-59,Female,Buddhist,Total,25990
10,1004,District,Banka,2011,45-59,Female,Jain,Total,20845
10,1004,District,Banka,2011,45-59,Female,Parsi,Total,32172
10,1004,District,Banka,2011,45-59,Other,Hindu,Total,34114
10,1004,District,Banka,2011,45-59,Other,Muslim,Total,14980
10,1004,District,Banka,2011,45-59,Other,Christian,Total,38427
10,1004,District,Banka,2011,45-59,Other,Sikh,Total,19867
10,1004,District,Banka,2011,45-59,Other,Buddhist,Total,26696
10,1004,District,Banka,2011,45-59,Other,Jain,Total,124349
10,1004,District,Banka,2011,45-59,Other,Parsi,Total,9652
10,1004,District,Banka,2011,60+,Male,Hindu,Total,14644
10,1004,District,Banka,2011,60+,Male,Muslim,Total,15612
10,1004,District,Banka,2011,60+,Male,Christian,Total,52787
10,1004,District,Banka,2011,60+,Male,Sikh,Total,21386
10,1004,District,Banka,2011,60+,Male,Buddhist,Total,48287
10,1004,District,Banka,2011,60+,Male,Jain,Total,25503
10,1004,District,Banka,2011,60+,Male,Parsi,Total,26091
10,1004,District,Banka,2011,60+,Female,Hindu,Total,47986
10,1004,District,Banka,2011,60+,Female,Muslim,Total,10522
10,1004,District,Banka,2011,60+,Female,Christian,Total,39339
10,1004,District,Banka,2011,60+,Female,Sikh,Total,31439
10,1004,District,Banka,2011,60+,Female,Buddhist,Total,31573
10,1004,District,Banka,2011,60+,Female,Jain,Total,50031
10,1004,District,Banka,2011,60+,Female,Parsi,Total,55344
10,1004,District,Banka,2011,60+,Other,Hindu,Total,36351
10,1004,District,Banka,2011,60+,Other,Muslim,Total,30570
10,1004,District,Banka,2011,60+,Other,Christian,Total,157484
10,1004,District,Banka,2011,60+,Other,Sikh,Total,52651
10,1004,District,Banka,2011,60+,Other,Buddhist,Total,109261
10,1004,District,Banka,2011,60+,Other,Jain,Total,15506
10,1004,District,Banka,2011,60+,Other,Parsi,Total,4139
10,1005,District,Begusarai,2011,0-14,Male,Hindu,Rural,20968
10,1005,District,Begusarai,2011,0-14,Male,Muslim,Rural,4686
10,1005,District,Begusarai,2011,0-14,Male,Christian,Rural,5125
10,1005,District,Begusarai,2011,0-14,Male,Sikh,Rural,8604
10,1005,District,Begusarai,2011,0-14,Male,Buddhist,Rural,17470
10,1005,District,Begusarai,2011,0-14,Male,Jain,Rural,23657
10,1005,District,Begusarai,2011,0-14,Male,Parsi,Rural,53471
10,1005,District,Begusarai,2011,0-14,Female,Hindu,Rural,2508
10,1005,District,Begusarai,2011,0-14,Female,Muslim,Rural,24635
10,1005,District,Begusarai,2011,0-14,Female,Christian,Rural,37915
10,1005,District,Begusarai,2011,0-14,Female,Sikh,Rural,72520
10,1005,District,Begusarai,2011,0-14,Female,Buddhist,Rural,7002
10,1005,District,Begusarai,2011,0-14,Female,Jain,Rural,2315
10,1005,District,Begusarai,2011,0-14,Female,Parsi,Rural,4103
10,1005,District,Begusarai,2011,0-14,Other,Hindu,Rural,50443
10,1005,District,Begusarai,2011,0-14,Other,Muslim,Rural,4729
10,1005,District,Begusarai,2011,0-14,Other,Christian,Rural,15153
10,1005,District,Begusarai,2011,0-14,Other,Sikh,Rural,2186
10,1005,District,Begusarai,2011,0-14,Other,Buddhist,Rural,61052
10,1005,District,Begusarai,2011,0-14,Other,Jain,Rural,45584
10,1005,District,Begusarai,2011,0-14,Other,Parsi,Rural,29401
10,1005,District,Begusarai,2011,15-24,Male,Hindu,Rural,8884
10,1005,District,Begusarai,2011,15-24,Male,Muslim,Rural,108
10,1005,District,Begusarai,2011,15-24,Male,Christian,Rural,14651
10,1005,District,Begusarai,2011,15-24,Male,Sikh,Rural,66366
10,1005,District,Begusarai,2011,15-24,Male,Buddhist,Rural,15043
10,1005,District,Begusarai,2011,15-24,Male,Jain,Rural,16449
10,1005,District,Begusarai,2011,15-24,Male,Parsi,Rural,27075
10,1005,District,Begusarai,2011,15-24,Female,Hindu,Rural,20797
10,1005,District,Begusarai,2011,15-24,Female,Muslim,Rural,15986
10,1005,District,Begusarai,2011,15-24,Female,Christian,Rural,2384
10,1005,District,Begusarai,2011,15-24,Female,Sikh,Rural,245
10,1005,District,Begusarai,2011,15-24,Female,Buddhist,Rural,65617
10,1005,District,Begusarai,2011,15-24,Female,Jain,Rural,20827
10,1005,District,Begusarai,2011,15-24,Female,Parsi,Rural,13414
10,1005,District,Begusarai,2011,15-24,Other,Hindu,Rural,2628
10,1005,District,Begusarai,2011,15-24,Other,Muslim,Rural,15248
10,1005,District,Begusarai,2011,15-24,Other,Christian,Rural,3448
10,1005,District,Begusarai,2011,15-24,Other,Sikh,Rural,24049
10,1005,District,Begusarai,2011,15-24,Other,Buddhist,Rural,93791
10,1005,District,Begusarai,2011,15-24,Other,Jain,Rural,31330
10,1005,District,Begusarai,2011,15-24,Other,Parsi,Rural,912
10,1005,District,Begusarai,2011,25-44,Male,Hindu,Rural,36853
10,1005,District,Begusarai,2011,25-44,Male,Muslim,Rural,6816
10,1005,District,Begusarai,2011,25-44,Male,Christian,Rural,25781
10,1005,District,Begusarai,2011,25-44,Male,Sikh,Rural,288
10,1005,District,Begusarai,2011,25-44,Male,Buddhist,Rural,75278
10,1005,District,Begusarai,2011,25-44,Male,Jain,Rural,1030
10,1005,District,Begusarai,2011,25-44,Male,Parsi,Rural,5440
10,1005,District,Begusarai,2011,25-44,Female,Hindu,Rural,4606
10,1005,District,Begusarai,2011,25-44,Female,Muslim,Rural,47708
10,1005,District,Begusarai,2011,25-44,Female,Christian,Rural,13436
10,1005,District,Begusarai,2011,25-44,Female,Sikh,Rural,9976
10,1005,District,Begusarai,2011,25-44,Female,Buddhist,Rural,24461
10,1005,District,Begusarai,2011,25-44,Female,Jain,Rural,32508
10,1005,District,Begusarai,2011,25-44,Female,Parsi,Rural,45312
10,1005,District,Begusarai,2011,25-44,Other,Hindu,Rural,48528
10,1005,District,Begusarai,2011,25-44,Other,Muslim,Rural,5358
10,1005,District,Begusarai,2011,25-44,Other,Christian,Rural,34587
10,1005,District,Begusarai,2011,25-44,Other,Sikh,Rural,14287
10,1005,District,Begusarai,2011,25-44,Other,Buddhist,Rural,67345
10,1005,District,Begusarai,2011,25-44,Other,Jain,Rural,7483
10,1005,District,Begusarai,2011,25-44,Other,Parsi,Rural,20474
10,1005,District,Begusarai,2011,45-59,Male,Hindu,Rural,8684
10,1005,District,Begusarai,2011,45-59,Male,Muslim,Rural,28292
10,1005,District,Begusarai,2011,45-59,Male,Christian,Rural,3073
10,1005,District,Begusarai,2011,45-59,Male,Sikh,Rural,8825
10,1005,District,Begusarai,2011,45-59,Male,Buddhist,Rural,37491
10,1005,District,Begusarai,2011,45-59,Male,Jain,Rural,4883
10,1005,District,Begusarai,2011,45-59,Male,Parsi,Rural,18100
10,1005,District,Begusarai,2011,45-59,Female,Hindu,Rural,38100
10,1005,District,Begusarai,2011,45-59,Female,Muslim,Rural,18023
10,1005,District,Begusarai,2011,45-59,Female,Christian,Rural,774
10,1005,District,Begusarai,2011,45-59,Female,Sikh,Rural,47281
10,1005,District,Begusarai,2011,45-59,Female,Buddhist,Rural,22290
10,1005,District,Begusarai,2011,45-59,Female,Jain,Rural,52702
10,1005,District,Begusarai,2011,45-59,Female,Parsi,Rural,18169
10,1005,District,Begusarai,2011,45-59,Other,Hindu,Rural,32719
10,1005,District,Begusarai,2011,45-59,Other,Muslim,Rural,5053
10,1005,District,Begusarai,2011,45-59,Other,Christian,Rural,14018
10,1005,District,Begusarai,2011,45-59,Other,Sikh,Rural,2899
10,1005,District,Begusarai,2011,45-59,Other,Buddhist,Rural,4955
10,1005,District,Begusarai,2011,45-59,Other,Jain,Rural,51378
10,1005,District,Begusarai,2011,45-59,Other,Parsi,Rural,2522
10,1005,District,Begusarai,2011,60+,Male,Hindu,Rural,16441
10,1005,District,Begusarai,2011,60+,Male,Muslim,Rural,51589
10,1005,District,Begusarai,2011,60+,Male,Christian,Rural,25639
10,1005,District,Begusarai,2011,60+,Male,Sikh,Rural,3288
10,1005,District,Begusarai,2011,60+,Male,Buddhist,Rural,15998
10,1005,District,Begusarai,2011,60+,Male,Jain,Rural,61844
10,1005,District,Begusarai,2011,60+,Male,Parsi,Rural,15884
10,1005,District,Begusarai,2011,60+,Female,Hindu,Rural,8248
10,1005,District,Begusarai,2011,60+,Female,Muslim,Rural,13189
10,1005,District,Begusarai,2011,60+,Female,Christian,Rural,34537
10,1005,District,Begusarai,2011,60+,Female,Sikh,Rural,11299
10,1005,District,Begusarai,2011,60+,Female,Buddhist,Rural,23138
10,1005,District,Begusarai,2011,60+,Female,Jain,Rural,6233
10,1005,District,Begusarai,2011,60+,Female,Parsi,Rural,5996
10,1005,District,Begusarai,2011,60+,Other,Hindu,Rural,47648
10,1005,District,Begusarai,2011,60+,Other,Muslim,Rural,2028
10,1005,District,Begusarai,2011,60+,Other,Christian,Rural,95107
10,1005,District,Begusarai,2011,60+,Other,Sikh,Rural,17975
10,1005,District,Begusarai,2011,60+,Other,Buddhist,Rural,33350
10,1005,District,Begusarai,2011,60+,Other,Jain,Rural,20278
10,1005,District,Begusarai,2011,60+,Other,Parsi,Rural,43038
10,1005,District,Begusarai,2011,0-14,Male,Hindu,Urban,23110
10,1005,District,Begusarai,2011,0-14,Male,Muslim,Urban,6825
10,1005,District,Begusarai,2011,0-14,Male,Christian,Urban,8111
10,1005,District,Begusarai,2011,0-14,Male,Sikh,Urban,13321
10,1005,District,Begusarai,2011,0-14,Male,Buddhist,Urban,40037
10,1005,District,Begusarai,2011,0-14,Male,Jain,Urban,6769
10,1005,District,Begusarai,2011,0-14,Male,Parsi,Urban,6140
10,1005,District,Begusarai,2011,0-14,Female,Hindu,Urban,626
10,1005,District,Begusarai,2011,0-14,Female,Muslim,Urban,22519
10,1005,District,Begusarai,2011,0-14,Female,Christian,Urban,3741
10,1005,District,Begusarai,2011,0-14,Female,Sikh,Urban,1821
10,1005,District,Begusarai,2011,0-14,Female,Buddhist,Urban,81151
10,1005,District,Begusarai,2011,0-14,Female,Jain,Urban,3264
10,1005,District,Begusarai,2011,0-14,Female,Parsi,Urban,41572
10,1005,District,Begusarai,2011,0-14,Other,Hindu,Urban,19687
10,1005,District,Begusarai,2011,0-14,Other,Muslim,Urban,431
10,1005,District,Begusarai,2011,0-14,Other,Christian,Urban,14754
10,1005,District,Begusarai,2011,0-14,Other,Sikh,Urban,49352
10,1005,District,Begusarai,2011,0-14,Other,Buddhist,Urban,74500
10,1005,District,Begusarai,2011,0-14,Other,Jain,Urban,12489
10,1005,District,Begusarai,2011,0-14,Other,Parsi,Urban,25237
10,1005,District,Begusarai,2011,15-24,Male,Hindu,Urban,5274
10,1005,District,Begusarai,2011,15-24,Male,Muslim,Urban,34117
10,1005,District,Begusarai,2011,15-24,Male,Christian,Urban,3105
10,1005,District,Begusarai,2011,15-24,Male,Sikh,Urban,5469
10,1005,District,Begusarai,2011,15-24,Male,Buddhist,Urban,57214
10,1005,District,Begusarai,2011,15-24,Male,Jain,Urban,79
10,1005,District,Begusarai,2011,15-24,Male,Parsi,Urban,20637
10,1005,District,Begusarai,2011,15-24,Female,Hindu,Urban,20888
10,1005,District,Begusarai,2011,15-24,Female,Muslim,Urban,10569
10,1005,District,Begusarai,2011,15-24,Female,Christian,Urban,50480
10,1005,District,Begusarai,2011,15-24,Female,Sikh,Urban,8714
10,1005,District,Begusarai,2011,15-24,Female,Buddhist,Urban,1505
10,1005,District,Begusarai,2011,15-24,Female,Jain,Urban,54442
10,1005,District,Begusarai,2011,15-24,Female,Parsi,Urban,8268
10,1005,District,Begusarai,2011,15-24,Other,Hindu,Urban,3021
10,1005,District,Begusarai,2011,15-24,Other,Muslim,Urban,15013
10,1005,District,Begusarai,2011,15-24,Other,Christian,Urban,53645
10,1005,District,Begusarai,2011,15-24,Other,Sikh,Urban,13603
10,1005,District,Begusarai,2011,15-24,Other,Buddhist,Urban,47025
10,1005,District,Begusarai,2011,15-24,Other,Jain,Urban,29189
10,1005,District,Begusarai,2011,15-24,Other,Parsi,Urban,16994
10,1005,District,Begusarai,2011,25-44,Male,Hindu,Urban,8454
10,1005,District,Begusarai,2011,25-44,Male,Muslim,Urban,10311
10,1005,District,Begusarai,2011,25-44,Male,Christian,Urban,6318
10,1005,District,Begusarai,2011,25-44,Male,Sikh,Urban,23199
10,1005,District,Begusarai,2011,25-44,Male,Buddhist,Urban,25292
10,1005,District,Begusarai,2011,25-44,Male,Jain,Urban,12534
10,1005,District,Begusarai,2011,25-44,Male,Parsi,Urban,25674
10,1005,District,Begusarai,2011,25-44,Female,Hindu,Urban,102440
10,1005,District,Begusarai,2011,25-44,Female,Muslim,Urban,9308
10,1005,District,Begusarai,2011,25-44,Female,Christian,Urban,104396
10,1005,District,Begusarai,2011,25-44,Female,Sikh,Urban,4151
10,1005,District,Begusarai,2011,25-44,Female,Buddhist,Urban,13996
10,1005,District,Begusarai,2011,25-44,Female,Jain,Urban,4458
10,1005,District,Begusarai,2011,25-44,Female,Parsi,Urban,13886
10,1005,District,Begusarai,2011,25-44,Other,Hindu,Urban,2200
10,1005,District,Begusarai,2011,25-44,Other,Muslim,Urban,65183
10,1005,District,Begusarai,2011,25-44,Other,Christian,Urban,15088
10,1005,District,Begusarai,2011,25-44,Other,Sikh,Urban,22416
10,1005,District,Begusarai,2011,25-44,Other,Buddhist,Urban,1371
10,1005,District,Begusarai,2011,25-44,Other,Jain,Urban,313
10,1005,District,Begusarai,2011,25-44,Other,Parsi,Urban,7465
10,1005,District,Begusarai,2011,45-59,Male,Hindu,Urban,14330
10,1005,District,Begusarai,2011,45-59,Male,Muslim,Urban,3912
10,1005,District,Begusarai,2011,45-59,Male,Christian,Urban,790
10,1005,District,Begusarai,2011,45-59,Male,Sikh,Urban,26289
10,1005,District,Begusarai,2011,45-59,Male,Buddhist,Urban,1912
10,1005,District,Begusarai,2011,45-59,Male,Jain,Urban,8976
10,1005,District,Begusarai,2011,45-59,Male,Parsi,Urban,279
10,1005,District,Begusarai,2011,45-59,Female,Hindu,Urban,481
10,1005,District,Begusarai,2011,45-59,Female,Muslim,Urban,346
10,1005,District,Begusarai,2011,45-59,Female,Christian,Urban,13953
10,1005,District,Begusarai,2011,45-59,Female,Sikh,Urban,10345
10,1005,District,Begusarai,2011,45-59,Female,Buddhist,Urban,515
10,1005,District,Begusarai,2011,45-59,Female,Jain,Urban,6236
10,1005,District,Begusarai,2011,45-59,Female,Parsi,Urban,3407
10,1005,District,Begusarai,2011,45-59,Other,Hindu,Urban,39336
10,1005,District,Begusarai,2011,45-59,Other,Muslim,Urban,17046
10,1005,District,Begusarai,2011,45-59,Other,Christian,Urban,17883
10,1005,District,Begusarai,2011,45-59,Other,Sikh,Urban,9049
10,1005,District,Begusarai,2011,45-59,Other,Buddhist,Urban,3239
10,1005,District,Begusarai,2011,45-59,Other,Jain,Urban,7702
10,1005,District,Begusarai,2011,45-59,Other,Parsi,Urban,27456
10,1005,District,Begusarai,2011,60+,Male,Hindu,Urban,17344
10,1005,District,Begusarai,2011,60+,Male,Muslim,Urban,18535
10,1005,District,Begusarai,2011,60+,Male,Christian,Urban,44318
10,1005,District,Begusarai,2011,60+,Male,Sikh,Urban,6839
10,1005,District,Begusarai,2011,60+,Male,Buddhist,Urban,8836
10,1005,District,Begusarai,2011,60+,Male,Jain,Urban,53216
10,1005,District,Begusarai,2011,60+,Male,Parsi,Urban,18081
10,1005,District,Begusarai,2011,60+,Female,Hindu,Urban,31914
10,1005,District,Begusarai,2011,60+,Female,Muslim,Urban,16606
10,1005,District,Begusarai,2011,60+,Female,Christian,Urban,34817
10,1005,District,Begusarai,2011,60+,Female,Sikh,Urban,9663
10,1005,District,Begusarai,2011,60+,Female,Buddhist,Urban,56721
10,1005,District,Begusarai,2011,60+,Female,Jain,Urban,9125
10,1005,District,Begusarai,2011,60+,Female,Parsi,Urban,42246
10,1005,District,Begusarai,2011,60+,Other,Hindu,Urban,17879
10,1005,District,Begusarai,2011,60+,Other,Muslim,Urban,34640
10,1005,District,Begusarai,2011,60+,Other,Christian,Urban,72878
10,1005,District,Begusarai,2011,60+,Other,Sikh,Urban,17997
10,1005,District,Begusarai,2011,60+,Other,Buddhist,Urban,7174
10,1005,District,Begusarai,2011,60+,Other,Jain,Urban,10166
10,1005,District,Begusarai,2011,60+,Other,Parsi,Urban,29326
10,1005,District,Begusarai,2011,0-14,Male,Hindu,Total,44078
10,1005,District,Begusarai,2011,0-14,Male,Muslim,Total,11511
10,1005,District,Begusarai,2011,0-14,Male,Christian,Total,13236
10,1005,District,Begusarai,2011,0-14,Male,Sikh,Total,21925
10,1005,District,Begusarai,2011,0-14,Male,Buddhist,Total,57507
10,1005,District,Begusarai,2011,0-14,Male,Jain,Total,30426
10,1005,District,Begusarai,2011,0-14,Male,Parsi,Total,59611
10,1005,District,Begusarai,2011,0-14,Female,Hindu,Total,3134
10,1005,District,Begusarai,2011,0-14,Female,Muslim,Total,47154
10,1005,District,Begusarai,2011,0-14,Female,Christian,Total,41656
10,1005,District,Begusarai,2011,0-14,Female,Sikh,Total,74341
10,1005,District,Begusarai,2011,0-14,Female,Buddhist,Total,88153
10,1005,District,Begusarai,2011,0-14,Female,Jain,Total,5579
10,1005,District,Begusarai,2011,0-14,Female,Parsi,Total,45675
10,1005,District,Begusarai,2011,0-14,Other,Hindu,Total,70130
10,1005,District,Begusarai,2011,0-14,Other,Muslim,Total,5160
10,1005,District,Begusarai,2011,0-14,Other,Christian,Total,29907
10,1005,District,Begusarai,2011,0-14,Other,Sikh,Total,51538
10,1005,District,Begusarai,2011,0-14,Other,Buddhist,Total,135552
10,1005,District,Begusarai,2011,0-14,Other,Jain,Total,58073
10,1005,District,Begusarai,2011,0-14,Other,Parsi,Total,54638
10,1005,District,Begusarai,2011,15-24,Male,Hindu,Total,14158
10,1005,District,Begusarai,2011,15-24,Male,Muslim,Total,34225
10,1005,District,Begusarai,2011,15-24,Male,Christian,Total,17756
10,1005,District,Begusarai,2011,15-24,Male,Sikh,Total,71835
10,1005,District,Begusarai,2011,15-24,Male,Buddhist,Total,72257
10,1005,District,Begusarai,2011,15-24,Male,Jain,Total,16528
10,1005,District,Begusarai,2011,15-24,Male,Parsi,Total,47712
10,1005,District,Begusarai,2011,15-24,Female,Hindu,Total,41685
10,1005,District,Begusarai,2011,15-24,Female,Muslim,Total,26555
10,1005,District,Begusarai,2011,15-24,Female,Christian,Total,52864
10,1005,District,Begusarai,2011,15-24,Female,Sikh,Total,8959
10,1005,District,Begusarai,2011,15-24,Female,Buddhist,Total,67122
10,1005,District,Begusarai,2011,15-24,Female,Jain,Total,75269
10,1005,District,Begusarai,2011,15-24,Female,Parsi,Total,21682
10,1005,District,Begusarai,2011,15-24,Other,Hindu,Total,5649
10,1005,District,Begusarai,2011,15-24,Other,Muslim,Total,30261
10,1005,District,Begusarai,2011,15-24,Other,Christian,Total,57093
10,1005,District,Begusarai,2011,15-24,Other,Sikh,Total,37652
10,1005,District,Begusarai,2011,15-24,Other,Buddhist,Total,140816
10,1005,District,Begusarai,2011,15-24,Other,Jain,Total,60519
10,1005,District,Begusarai,2011,15-24,Other,Parsi,Total,17906
10,1005,District,Begusarai,2011,25-44,Male,Hindu,Total,45307
10,1005,District,Begusarai,2011,25-44,Male,Muslim,Total,17127
10,1005,District,Begusarai,2011,25-44,Male,Christian,Total,32099
10,1005,District,Begusarai,2011,25-44,Male,Sikh,Total,23487
10,1005,District,Begusarai,2011,25-44,Male,Buddhist,Total,100570
10,1005,District,Begusarai,2011,25-44,Male,Jain,Total,13564
10,1005,District,Begusarai,2011,25-44,Male,Parsi,Total,31114
10,1005,District,Begusarai,2011,25-44,Female,Hindu,Total,107046
10,1005,District,Begusarai,2011,25-44,Female,Muslim,Total,57016
10,1005,District,Begusarai,2011,25-44,Female,Christian,Total,117832
10,1005,District,Begusarai,2011,25-44,Female,Sikh,Total,14127
10,1005,District,Begusarai,2011,25-44,Female,Buddhist,Total,38457
10,1005,District,Begusarai,2011,25-44,Female,Jain,Total,36966
10,1005,District,Begusarai,2011,25-44,Female,Parsi,Total,59198
10,1005,District,Begusarai,2011,25-44,Other,Hindu,Total,50728
10,1005,District,Begusarai,2011,25-44,Other,Muslim,Total,70541
10,1005,District,Begusarai,2011,25-44,Other,Christian,Total,49675
10,1005,District,Begusarai,2011,25-44,Other,Sikh,Total,36703
10,1005,District,Begusarai,2011,25-44,Other,Buddhist,Total,68716
10,1005,District,Begusarai,2011,25-44,Other,Jain,Total,7796
10,1005,District,Begusarai,2011,25-44,Other,Parsi,Total,27939
10,1005,District,Begusarai,2011,45-59,Male,Hindu,Total,23014
